Word,Pos,N_meanings,N_synonyms,N_hypernyms,N_hyponyms,N_antonyms,Google_freq,Movie_freq,Movie_freq_pm,BlogFreq,BlogFreqPm,BlogCD,BlogCDPc,TwitterFreq,TwitterFreqPm,TwitterCD,TwitterCDPc,NewsFreq,NewsFreqPm,NewsCD,NewsCDPc.,Conc_M,N_unknown,N_participants,rt_correct_std,rt_zscore_correct_mean,rank_L2,rank_L1,diff_L1_L2,length_of_word,length_of_phonetics,num_of_syllables,num_of_morph,num_of_prefix,num_of_suff,total_pref_length,total_suff_length,pref_famsize,suff_famsize,level
cruise,verb,5,0,4,1,0,27827938,133,2.607843137,480,12.5879,400,0.0445,661,21.3376,649,0.0275,920,26.1242,776,0.0768,4.03,0,29,539.898781,-0.586779813,7651,2954,4697,6,8,1,1,0,0,0,0,0,0,b2
crush,verb,12,6,7,4,0,3576348,361,7.078431373,535,14.0303,496,0.0552,1183,38.1882,1157,0.049,241,6.8434,229,0.0227,3.9,0,29,664.8988215,-0.627809523,4479,361,4118,5,7,1,1,0,0,0,0,0,0,c1
cry,noun,12,3,5,3,0,11624610,752,14.74509804,2012,52.7643,1848,0.2055,3316,107.043,3191,0.1352,549,15.5894,528,0.0523,4,0,29,361.3060759,-0.77115827,358,21,337,3,8,1,1,0,0,0,0,0,0,b2
cry,verb,12,4,7,3,1,11624610,2596,50.90196078,2012,52.7643,1848,0.2055,3316,107.043,3191,0.1352,549,15.5894,528,0.0523,4,0,29,361.3060759,-0.77115827,358,21,337,3,8,1,1,0,0,0,0,0,0,a2
crystal,noun,6,3,6,3,0,29344419,706,13.84313725,742,19.4588,679,0.0755,441,14.2358,436,0.0185,698,19.8203,660,0.0653,4.58,0,26,513.0865056,-0.563579898,571,8100,-7529,7,11,2,1,0,0,0,0,0,0,c1
cue,noun,5,3,4,2,0,3810147,357,7,299,7.8412,292,0.0325,232,7.4891,226,0.0096,195,5.5372,191,0.0189,3.31,0,26,855.136621,-0.388778289,18548,4161,14387,3,7,1,1,0,0,0,0,0,0,b2
cult,noun,3,2,5,3,0,6358930,227,4.450980392,393,10.3064,346,0.0385,162,5.2295,161,0.0068,214,6.0767,209,0.0207,2.71,0,28,611.2217927,-0.560487859,14082,4066,10016,4,7,1,1,0,0,0,0,0,0,c1
cultivate,verb,3,3,3,3,0,1133655,48,0.941176471,116,3.0421,116,0.0129,58,1.8723,58,0.0025,71,2.0161,70,0.0069,3.14,1,30,500.9409752,-0.424104682,8179,2766,5413,9,14,3,2,0,1,0,3,0,937,c1
cultural,adjective,4,1,0,0,0,42022443,201,3.941176471,1703,44.6609,1529,0.17,552,17.819,544,0.023,1400,39.7543,1335,0.1321,2.1,0,29,428.5781358,-0.666855042,1128,685,443,8,14,3,2,0,1,0,2,0,1431,b1
culture,noun,7,3,7,6,0,68606429,710,13.92156863,3700,97.0319,3201,0.3559,1402,45.2576,1350,0.0572,2298,65.2538,2201,0.2179,2.04,0,27,335.5708944,-0.786898361,1213,2883,-1670,7,10,2,1,0,0,0,0,0,0,a1
cup,noun,11,2,8,4,0,45032014,2624,51.45098039,5338,139.9881,4706,0.5233,2663,85.9637,2567,0.1088,3796,107.7909,3449,0.3414,5,0,29,470.4755274,-0.662828346,144,5694,-5550,3,6,1,1,0,0,0,0,0,0,a1
cupboard,noun,1,1,1,1,0,1118886,127,2.490196078,281,7.3692,259,0.0288,24,0.7747,24,0.001,33,0.9371,33,0.0033,4.79,0,29,564.0423978,-0.519446549,8318,11728,-3410,8,8,2,1,0,0,0,0,0,0,a2
cure,noun,5,1,1,1,0,10046948,587,11.50980392,661,17.3346,604,0.0672,774,24.9853,758,0.0321,486,13.8004,459,0.0454,2.41,0,29,559.6413035,-0.649403056,3222,67,3155,4,7,1,1,0,0,0,0,0,0,b2
cure,verb,5,1,4,2,0,10046948,475,9.31372549,661,17.3346,604,0.0672,774,24.9853,758,0.0321,486,13.8004,459,0.0454,2.41,0,29,559.6413035,-0.649403056,3222,67,3155,4,7,1,1,0,0,0,0,0,0,b2
curiosity,noun,2,2,2,2,0,2770499,434,8.509803922,466,12.2208,456,0.0507,207,6.6821,203,0.0086,211,5.9915,207,0.0205,1.61,0,28,661.1189762,-0.621095995,4895,3362,1533,9,14,5,2,0,1,0,3,0,580,c1
curious,adjective,3,1,0,0,1,8460088,1337,26.21568627,1241,32.545,1213,0.1349,1376,44.4183,1363,0.0578,522,14.8227,517,0.0512,1.75,0,28,697.9853565,-0.58777143,3609,3907,-298,7,10,3,1,0,0,0,0,0,0,b2
curly,adjective,1,0,0,0,1,2231026,145,2.843137255,259,6.7922,230,0.0256,241,7.7797,230,0.0097,123,3.4927,112,0.0111,4.41,0,27,406.0696343,-0.568733743,10297,16704,-6407,5,8,2,2,0,1,0,1,0,2486,a2
currency,noun,4,1,3,2,0,42720398,186,3.647058824,394,10.3326,338,0.0376,121,3.906,119,0.005,668,18.9685,615,0.0609,4.25,0,28,791.8058584,-0.603741527,2954,4261,-1307,8,10,3,1,0,0,0,0,0,0,b1
current,adjective,4,0,0,0,1,216987137,798,15.64705882,4505,118.1428,4323,0.4807,1845,59.558,1813,0.0768,6334,179.8597,6164,0.6102,3.16,1,26,411.6282928,-0.697346464,2822,7250,-4428,7,9,2,1,0,0,0,0,0,0,b1
current,noun,4,3,3,2,0,216987137,71,1.392156863,4505,118.1428,4323,0.4807,1845,59.558,1813,0.0768,6334,179.8597,6164,0.6102,3.16,1,26,411.6282928,-0.697346464,2822,7250,-4428,7,9,2,1,0,0,0,0,0,0,b2
currently,adverb,1,1,0,0,0,89075990,351,6.882352941,3410,89.4267,3340,0.3714,2218,71.5988,2213,0.0938,3055,86.7495,3013,0.2982,2.14,0,29,635.6881608,-0.691550838,3015,6792,-3777,9,11,3,2,0,1,0,2,0,2898,b1
curriculum,noun,1,1,1,1,0,23992488,70,1.37254902,433,11.3553,386,0.0429,197,6.3593,191,0.0081,414,11.7559,390,0.0386,3.23,0,30,554.0575828,-0.50793342,4070,6390,-2320,10,13,4,1,0,0,0,0,0,0,b2
curtain,noun,3,1,2,1,0,4827869,525,10.29411765,380,9.9654,347,0.0386,123,3.9705,123,0.0052,211,5.9915,206,0.0204,4.82,0,28,562.7995249,-0.577176616,4481,551,3930,7,9,2,1,0,0,0,0,0,0,b1
curve,noun,10,4,5,4,1,11071177,224,4.392156863,416,10.9095,384,0.0427,192,6.1979,190,0.0081,308,8.7459,300,0.0297,4.41,0,27,530.2821963,-0.62206838,3449,2396,1053,5,7,1,1,0,0,0,0,0,0,b2
curve,verb,10,5,5,4,0,11071177,11,0.215686275,416,10.9095,384,0.0427,192,6.1979,190,0.0081,308,8.7459,300,0.0297,4.41,0,27,530.2821963,-0.62206838,3449,2396,1053,5,7,1,1,0,0,0,0,0,0,b2
custody,noun,3,2,3,0,0,7459454,985,19.31372549,289,7.579,272,0.0302,148,4.7776,146,0.0062,1137,32.2861,1100,0.1089,3.03,0,29,424.9572303,-0.599922511,14705,9869,4836,7,10,3,1,0,0,0,0,0,0,c1
custom,noun,5,3,4,3,0,66594716,317,6.215686275,721,18.9081,637,0.0708,866,27.9551,843,0.0357,442,12.551,425,0.0421,2.68,0,28,621.5939209,-0.646152554,1336,3022,-1686,6,9,2,1,0,0,0,0,0,0,b1
customer,noun,1,1,1,1,0,184406888,770,15.09803922,1496,39.2323,1253,0.1393,1981,63.9482,1918,0.0813,1611,45.7458,1516,0.1501,3.82,0,28,498.062551,-0.674891523,2586,559,2027,8,10,3,2,0,1,0,2,0,2274,a1
cut,noun,70,13,20,7,0,61337417,1134,22.23529412,9500,249.1358,8159,0.9073,4380,141.3898,4266,0.1808,8292,235.4589,7759,0.768,4.55,0,29,308.7915114,-0.77317177,1017,11898,-10881,3,6,1,1,0,0,0,0,0,0,b1
cut,verb,70,15,40,12,2,61337417,10537,206.6078431,9500,249.1358,8159,0.9073,4380,141.3898,4266,0.1808,8292,235.4589,7759,0.768,4.55,0,29,308.7915114,-0.77317177,1017,11898,-10881,3,6,1,1,0,0,0,0,0,0,a1
cute,adjective,2,2,0,0,0,17912721,4467,87.58823529,4096,107.4169,3775,0.4198,7005,226.1268,6873,0.2912,365,10.3645,361,0.0357,2.76,0,29,455.1519654,-0.742500614,2085,3165,-1080,4,8,1,1,0,0,0,0,0,0,b2
cutting,noun,14,9,10,6,0,19780364,161,3.156862745,1787,46.8638,1658,0.1844,823,26.5671,814,0.0345,1819,51.6522,1772,0.1754,4.11,0,27,617.6615585,-0.507946199,3558,1859,1699,7,8,2,1,0,0,0,0,0,0,c1
cycle,noun,11,4,6,3,0,29585286,286,5.607843137,1107,29.0309,972,0.1081,401,12.9446,395,0.0167,726,20.6154,688,0.0681,3.64,0,25,646.6600254,-0.622223592,1427,320,1107,5,11,2,1,0,0,0,0,0,0,a2
cycle,verb,11,2,5,3,0,29585286,14,0.274509804,1107,29.0309,972,0.1081,401,12.9446,395,0.0167,726,20.6154,688,0.0681,3.64,0,25,646.6600254,-0.622223592,1427,320,1107,5,11,2,1,0,0,0,0,0,0,a2
cynical,adjective,1,1,0,0,0,1448585,187,3.666666667,269,7.0545,255,0.0284,89,2.873,89,0.0038,164,4.6569,161,0.0159,1.64,0,28,574.5042839,-0.433912995,15344,1595,13749,7,11,3,2,0,1,0,2,0,1431,c1
dad,noun,1,1,1,0,0,15136055,25728,504.4705882,4890,128.2394,4078,0.4535,5096,164.5028,4897,0.2075,1863,52.9016,1727,0.1709,4.29,0,28,634.6217843,-0.673823789,2197,119,2078,3,6,1,1,0,0,0,0,0,0,a1
daily,adjective,5,2,0,0,0,105837757,563,11.03921569,4398,115.3368,4153,0.4618,2681,86.5448,2637,0.1117,3660,103.929,3509,0.3473,3.15,0,27,437.9556269,-0.716032841,1648,3368,-1720,5,9,2,2,0,1,0,2,0,2898,a2
daily,adverb,5,1,0,0,0,105837757,134,2.62745098,4398,115.3368,4153,0.4618,2681,86.5448,2637,0.1117,3660,103.929,3509,0.3473,3.15,0,27,437.9556269,-0.716032841,1648,3368,-1720,5,9,2,2,0,1,0,2,0,2898,b1
dairy,noun,1,1,1,0,0,8781961,142,2.784313725,476,12.483,410,0.0456,308,9.9425,300,0.0127,444,12.6078,398,0.0394,4.45,0,29,653.2804321,-0.533908535,6795,2285,4510,5,9,2,1,0,0,0,0,0,0,b2
dam,noun,4,2,3,1,0,9204248,270,5.294117647,283,7.4216,236,0.0262,718,23.1776,694,0.0294,493,13.9992,420,0.0416,4.88,2,28,862.795855,-0.237049211,27574,20619,6955,3,6,1,1,0,0,0,0,0,0,c1
damage,noun,6,5,5,4,0,35529909,1400,27.45098039,1968,51.6105,1762,0.1959,609,19.659,602,0.0255,2708,76.8961,2547,0.2521,3.2,0,25,509.7482553,-0.706209564,1655,2995,-1340,6,10,2,1,0,0,0,0,0,0,b1
damage,verb,6,0,2,1,0,35529909,286,5.607843137,1968,51.6105,1762,0.1959,609,19.659,602,0.0255,2708,76.8961,2547,0.2521,3.2,0,25,509.7482553,-0.706209564,1655,2995,-1340,6,10,2,1,0,0,0,0,0,0,b1
dance,noun,7,1,4,4,0,51147967,3312,64.94117647,3318,87.014,2735,0.3041,5663,182.806,5289,0.2241,2555,72.5515,2157,0.2135,4.32,0,28,490.3197836,-0.729676452,1591,2394,-803,5,8,1,1,0,0,0,0,0,0,a1
dance,verb,7,1,3,2,0,51147967,4229,82.92156863,3318,87.014,2735,0.3041,5663,182.806,5289,0.2241,2555,72.5515,2157,0.2135,4.32,0,28,490.3197836,-0.729676452,1591,2394,-803,5,8,1,1,0,0,0,0,0,0,a1
dancer,noun,2,2,2,2,0,4109747,810,15.88235294,377,9.8868,336,0.0374,369,11.9116,358,0.0152,309,8.7743,294,0.0291,4.75,0,28,532.1510479,-0.626005053,1285,11063,-9778,6,9,2,2,0,1,0,2,0,2274,a1
dancing,noun,1,1,1,1,0,14310606,1308,25.64705882,1625,42.6153,1461,0.1625,2150,69.4037,2115,0.0896,991,28.1403,945,0.0935,4.3,0,27,436.6551953,-0.738877146,552,2528,-1976,7,10,2,1,0,0,0,0,0,0,a1
danger,noun,4,1,4,3,1,13206765,2225,43.62745098,1193,31.2862,1139,0.1267,349,11.266,342,0.0145,1024,29.0774,1003,0.0993,2.68,0,25,369.1887514,-0.696825283,1821,1826,-5,6,12,2,1,0,0,0,0,0,0,a2
dangerous,adjective,2,1,0,0,1,16909821,3810,74.70588235,1717,45.028,1644,0.1828,862,27.826,852,0.0361,1832,52.0213,1783,0.1765,2.13,0,31,471.590087,-0.646011347,257,8881,-8624,9,15,3,2,0,1,0,4,0,617,a1
dare,verb,4,2,3,1,0,6533855,2798,54.8627451,883,23.1565,851,0.0946,897,28.9559,858,0.0364,227,6.4459,222,0.022,2.28,0,29,461.1717348,-0.632360602,7190,590,6600,4,7,1,1,0,0,0,0,0,0,b2
dark,adjective,16,6,0,0,2,50669807,2661,52.17647059,6577,172.4807,5942,0.6607,2805,90.5476,2722,0.1153,2669,75.7887,2534,0.2508,4.29,0,28,618.5562117,-0.647403917,306,4698,-4392,4,7,1,1,0,0,0,0,0,0,a1
dark,noun,16,5,5,3,2,50669807,1852,36.31372549,6577,172.4807,5942,0.6607,2805,90.5476,2722,0.1153,2669,75.7887,2534,0.2508,4.29,0,28,618.5562117,-0.647403917,306,4698,-4392,4,7,1,1,0,0,0,0,0,0,a2
darkness,noun,6,5,6,2,2,9058089,890,17.45098039,1388,36.4001,1260,0.1401,446,14.3972,418,0.0177,336,9.541,316,0.0313,3.85,0,27,448.4553802,-0.675480184,91,279,-188,8,10,2,2,0,1,0,4,0,1243,b2
data,noun,1,2,2,2,0,406908328,1287,25.23529412,2481,65.0638,1900,0.2113,3279,105.8487,2965,0.1256,4690,133.1768,4259,0.4216,3.93,0,27,452.8962092,-0.768759385,1147,4224,-3077,4,9,2,1,0,0,0,0,0,0,a2
database,noun,1,0,1,1,0,103731642,290,5.68627451,342,8.9689,295,0.0328,347,11.2014,343,0.0145,556,15.7881,522,0.0517,4,0,29,404.8660753,-0.640530379,1543,5367,-3824,4,9,2,1,0,0,0,0,0,0,b2
date,noun,13,4,8,5,0,488967374,6440,126.2745098,4264,111.8227,3885,0.432,4801,154.98,4664,0.1976,2952,83.8247,2802,0.2774,3.9,0,29,242.5884202,-0.841453312,832,4570,-3738,4,8,1,1,0,0,0,0,0,0,a1
date,verb,13,2,5,3,0,488967374,689,13.50980392,4264,111.8227,3885,0.432,4801,154.98,4664,0.1976,2952,83.8247,2802,0.2774,3.9,0,29,242.5884202,-0.841453312,832,4570,-3738,4,8,1,1,0,0,0,0,0,0,b2
daughter,noun,1,1,1,1,1,27936967,8722,171.0196078,5433,142.4795,4828,0.5369,2482,80.1209,2451,0.1038,4787,135.9312,4488,0.4442,4.79,0,28,404.4100582,-0.72798748,1900,5100,-3200,8,8,2,1,0,0,0,0,0,0,a1
dawn,noun,6,2,3,0,1,12219521,812,15.92156863,911,23.8908,841,0.0935,538,17.3671,531,0.0225,557,15.8165,539,0.0534,4.46,0,28,495.6172027,-0.570721112,7913,8410,-497,4,7,1,1,0,0,0,0,0,0,c1
day,noun,10,4,9,6,1,446236148,40424,792.627451,50981,1336.9678,42570,4.7337,90394,2917.9881,85680,3.6303,28508,809.5105,26053,2.5789,3.92,0,25,414.0985524,-0.783882003,22,6420,-6398,3,7,1,1,0,0,0,0,0,0,a1
dead,adjective,25,7,0,0,2,48384167,21730,426.0784314,5156,135.2152,4632,0.5151,4766,153.8502,4645,0.1968,3513,99.7548,3391,0.3357,4.07,0,28,360.260926,-0.762092031,863,2116,-1253,4,6,1,1,0,0,0,0,0,0,a2
deadline,noun,1,0,1,1,0,12662277,299,5.862745098,551,14.4499,529,0.0588,716,23.113,700,0.0297,1553,44.0988,1493,0.1478,2.66,0,29,613.6626808,-0.597665604,1832,7605,-5773,8,11,2,2,0,0,0,0,0,0,b2
deadly,adjective,8,5,0,0,0,5740299,502,9.843137255,548,14.3712,531,0.059,184,5.9397,182,0.0077,678,19.2524,668,0.0661,2.7,0,27,393.8293863,-0.606964554,3159,10341,-7182,6,8,2,2,0,1,0,2,0,2898,b2
deal,noun,22,5,9,7,0,63828244,9068,177.8039216,6249,163.8789,5865,0.6522,5317,171.6369,5212,0.2208,9525,270.471,8941,0.885,3.1,0,29,324.4412342,-0.756078539,1375,2688,-1313,4,7,1,1,0,0,0,0,0,0,b1
deal,verb,22,8,13,8,0,63828244,3702,72.58823529,6249,163.8789,5865,0.6522,5317,171.6369,5212,0.2208,9525,270.471,8941,0.885,3.1,0,29,324.4412342,-0.756078539,1375,2688,-1313,4,7,1,1,0,0,0,0,0,0,a2
dealer,noun,5,2,5,4,0,27299846,829,16.25490196,237,6.2153,218,0.0242,255,8.2316,251,0.0106,1785,50.6867,1718,0.1701,3.76,0,25,580.772952,-0.675118831,4172,11141,-6969,6,8,2,2,0,1,0,2,0,2274,b2
dear,adjective,8,4,0,0,0,20608432,3787,74.25490196,2916,76.4716,2820,0.3136,5046,162.8888,5003,0.212,735,20.871,728,0.0721,2.25,0,28,414.8033922,-0.694740079,928,4592,-3664,4,7,1,1,0,0,0,0,0,0,a1
death,noun,8,5,7,4,2,83216831,11024,216.1568627,7621,199.8594,6667,0.7414,3256,105.1062,3189,0.1351,7499,212.9409,7042,0.6971,3.73,0,30,514.8899505,-0.744207216,1393,4848,-3455,5,6,1,1,0,0,0,0,0,0,a2
debate,noun,6,2,2,1,0,23211499,404,7.921568627,1434,37.6064,1302,0.1448,1233,39.8022,1207,0.0511,2756,78.2591,2649,0.2622,3.18,0,28,721.2811214,-0.622975158,7535,4439,3096,6,10,2,1,0,0,0,0,0,0,b2
debate,verb,6,3,4,3,0,23211499,69,1.352941176,1434,37.6064,1302,0.1448,1233,39.8022,1207,0.0511,2756,78.2591,2649,0.2622,3.18,0,28,721.2811214,-0.622975158,7535,4439,3096,6,10,2,1,0,0,0,0,0,0,b2
debris,noun,1,1,1,1,0,3806697,159,3.117647059,195,5.1138,180,0.02,50,1.614,49,0.0021,497,14.1128,474,0.0469,4.69,0,26,433.988365,-0.550766373,28619,13315,15304,6,9,2,1,0,0,0,0,0,0,c1
debt,noun,3,0,3,1,0,51349877,724,14.19607843,1524,39.9666,1209,0.1344,715,23.0808,675,0.0286,4174,118.5245,3626,0.3589,2.72,0,29,612.6646492,-0.642660407,6172,4754,1418,4,6,1,1,0,0,0,0,0,0,b2
debut,noun,5,1,2,1,0,7220643,132,2.588235294,1152,30.211,1069,0.1189,644,20.7888,642,0.0272,1444,41.0037,1419,0.1405,1.83,2,26,712.7831493,-0.423036054,13201,14865,-1664,5,11,2,1,0,0,0,0,0,0,c1
decade,noun,2,2,2,1,0,11178625,247,4.843137255,1221,32.0205,1195,0.1329,383,12.3635,379,0.0161,3081,87.4878,3037,0.3006,3.19,0,27,509.6464715,-0.583823916,3355,1813,1542,6,10,2,1,0,0,0,0,0,0,b1
decent,adjective,7,3,0,0,1,8075752,1432,28.07843137,1579,41.409,1529,0.17,856,27.6323,849,0.036,616,17.4919,610,0.0604,2.04,0,27,499.0403501,-0.639950048,6286,4504,1782,6,10,2,1,0,0,0,0,0,0,b2
decide,verb,4,2,3,2,0,20950675,2574,50.47058824,2913,76.3929,2807,0.3121,1759,56.7819,1744,0.0739,2348,66.6736,2303,0.228,1.92,0,24,398.1994216,-0.698053806,1009,622,387,6,10,2,1,0,0,0,0,0,0,a1
decision,noun,5,3,5,3,1,71006471,2803,54.96078431,3822,100.2313,3424,0.3807,1799,58.0731,1753,0.0743,7775,220.7782,7431,0.7356,2.19,0,27,520.0640626,-0.617353875,3412,750,2662,8,10,3,2,0,1,0,3,0,1599,a2
decisive,adjective,4,1,0,0,2,1908846,67,1.31372549,115,3.0159,112,0.0125,25,0.807,25,0.0011,229,6.5027,229,0.0227,2.16,1,26,611.3488524,-0.492834803,11022,7995,3027,8,12,3,2,0,1,0,3,0,580,c1
deck,noun,7,1,4,3,0,16091024,1207,23.66666667,782,20.5078,694,0.0772,732,23.6295,721,0.0305,715,20.3031,673,0.0666,4.77,0,30,466.9868494,-0.60244332,10030,2657,7373,4,6,1,1,0,0,0,0,0,0,b2
declaration,noun,6,3,6,3,0,12609210,180,3.529411765,343,8.9951,322,0.0358,66,2.1305,65,0.0028,270,7.6669,267,0.0264,2.52,0,29,668.3191017,-0.500612111,2303,4682,-2379,11,16,4,2,0,1,0,3,0,1599,c1
declare,verb,8,2,8,3,0,5612067,386,7.568627451,370,9.7032,359,0.0399,174,5.6169,171,0.0072,336,9.541,334,0.0331,2,0,28,714.9475745,-0.57467265,5224,5468,-244,7,10,2,1,0,0,0,0,0,0,b2
decline,noun,11,4,4,4,2,11351898,62,1.215686275,710,18.6196,644,0.0716,171,5.52,165,0.007,1566,44.468,1529,0.1513,2.76,0,29,553.3707668,-0.591807862,3692,7372,-3680,7,11,2,2,1,0,2,0,275,0,b2
decline,verb,11,5,6,5,3,11351898,90,1.764705882,710,18.6196,644,0.0716,171,5.52,165,0.007,1566,44.468,1529,0.1513,2.76,0,29,553.3707668,-0.591807862,3692,7372,-3680,7,11,2,2,1,0,2,0,275,0,b2
decorate,verb,4,3,4,2,0,2087154,119,2.333333333,497,13.0337,476,0.0529,88,2.8407,88,0.0037,135,3.8334,134,0.0133,3.4,0,30,454.4269959,-0.570030175,2553,4207,-1654,8,13,3,2,0,1,0,3,0,937,b1
decoration,noun,3,2,3,3,0,4702490,94,1.843137255,257,6.7398,248,0.0276,31,1.0007,31,0.0013,58,1.647,56,0.0055,3.53,0,30,511.9402839,-0.511597922,723,3545,-2822,10,15,4,2,0,1,0,3,0,1599,b2
dedicated,adjective,2,1,0,0,2,33916569,130,2.549019608,1196,31.3649,1172,0.1303,652,21.0471,646,0.0274,1260,35.7788,1245,0.1232,1.76,0,25,709.8164087,-0.547534426,5517,1173,4344,9,15,4,1,0,0,0,0,0,0,c1
dedication,noun,5,3,5,3,0,4357261,173,3.392156863,334,8.7591,327,0.0364,401,12.9446,396,0.0168,406,11.5287,402,0.0398,2.16,0,31,472.5185014,-0.516819848,6715,9439,-2724,10,15,4,2,0,1,0,3,0,1599,c1
deed,noun,2,2,2,2,0,4207336,448,8.784313725,202,5.2974,187,0.0208,111,3.5832,110,0.0047,139,3.947,129,0.0128,3.86,0,28,616.3883783,-0.465362137,17608,14964,2644,4,7,1,1,0,0,0,0,0,0,c1
deem,verb,1,1,1,0,0,1364711,30,0.588235294,100,2.6225,97,0.0108,26,0.8393,25,0.0011,57,1.6186,54,0.0053,2.1,0,29,813.4890438,-0.327410749,30536,18724,11812,4,7,1,1,0,0,0,0,0,0,c1
deep,adjective,20,5,0,0,2,53447410,2023,39.66666667,4964,130.18,4727,0.5256,2509,80.9925,2448,0.1037,3510,99.6696,3418,0.3383,3.38,0,29,383.1723889,-0.728218809,344,6622,-6278,4,7,1,1,0,0,0,0,0,0,a2
deep,adverb,20,2,0,0,0,53447410,1833,35.94117647,4964,130.18,4727,0.5256,2509,80.9925,2448,0.1037,3510,99.6696,3418,0.3383,3.38,0,29,383.1723889,-0.728218809,344,6622,-6278,4,7,1,1,0,0,0,0,0,0,b1
deeply,adverb,2,2,0,0,0,7641115,735,14.41176471,1432,37.5539,1400,0.1557,372,12.0084,350,0.0148,1078,30.6108,1062,0.1051,2,0,30,423.1205024,-0.618404433,2122,3016,-894,6,9,2,2,0,1,0,2,0,2898,b2
default,noun,5,3,4,1,1,53511683,41,0.803921569,481,12.6141,438,0.0487,302,9.7488,298,0.0126,588,16.6968,569,0.0563,2,0,25,361.1656715,-0.690773544,3596,9256,-5660,7,9,2,1,0,0,0,0,0,0,c1
defeat,noun,4,2,2,1,1,6851628,215,4.215686275,630,16.5216,605,0.0673,395,12.7509,387,0.0164,918,26.0674,906,0.0897,2.96,0,28,740.5359231,-0.540206698,7580,12287,-4707,6,9,2,1,0,0,0,0,0,0,b2
defeat,verb,4,2,1,1,0,6851628,367,7.196078431,630,16.5216,605,0.0673,395,12.7509,387,0.0164,918,26.0674,906,0.0897,2.96,0,28,740.5359231,-0.540206698,7580,12287,-4707,6,9,2,1,0,0,0,0,0,0,b2
defend,verb,7,6,6,4,2,7362127,958,18.78431373,822,21.5568,778,0.0865,355,11.4597,352,0.0149,889,25.244,856,0.0847,2.31,0,29,418.2419033,-0.68852773,3651,3482,169,6,9,2,1,0,0,0,0,0,0,b2
defender,noun,2,2,2,1,0,3340033,153,3,118,3.0945,108,0.012,119,3.8414,118,0.005,860,24.4205,812,0.0804,3.19,0,26,521.4906268,-0.568538565,3068,11339,-8271,8,10,3,2,0,1,0,2,0,2274,b2
defensive,adjective,4,1,0,0,1,5430651,276,5.411764706,409,10.726,370,0.0411,403,13.0092,400,0.0169,3889,110.4317,3473,0.3438,2.07,0,29,419.4676905,-0.602601809,3184,12830,-9646,9,11,3,2,0,1,0,3,0,580,c1
deficiency,noun,2,2,2,2,1,4505086,53,1.039215686,74,1.9406,66,0.0073,27,0.8716,26,0.0011,72,2.0445,67,0.0066,2.07,0,29,773.7552184,-0.233964156,17936,12501,5435,10,12,4,1,0,0,0,0,0,0,c1
deficit,noun,4,1,4,2,1,6564569,55,1.078431373,333,8.7329,288,0.032,194,6.2625,188,0.008,1910,54.2362,1774,0.1756,2.21,1,29,812.2239271,-0.406788625,11997,12667,-670,7,11,3,1,0,0,0,0,0,0,c1
define,verb,4,3,5,3,0,36087006,316,6.196078431,751,19.6948,709,0.0788,509,16.4309,487,0.0206,472,13.4029,467,0.0462,2.15,0,27,559.6942587,-0.625763373,3327,7832,-4505,6,10,2,1,0,0,0,0,0,0,b1
definite,adjective,2,0,0,0,1,3651600,314,6.156862745,381,9.9917,367,0.0408,152,4.9067,151,0.0064,120,3.4075,120,0.0119,2.07,0,29,723.8981005,-0.394354796,4540,5039,-499,8,10,3,2,0,1,0,3,0,45,b1
definitely,adverb,1,1,0,0,0,15922257,3847,75.43137255,5794,151.9466,5608,0.6236,7231,233.4223,7201,0.3051,2573,73.0627,2488,0.2463,1.74,0,27,781.2872672,-0.50165488,1187,12558,-11371,10,12,4,3,0,2,0,5,0,2943,a2
definition,noun,2,0,2,1,0,46017042,298,5.843137255,1195,31.3387,1094,0.1217,655,21.1439,648,0.0275,508,14.4251,487,0.0482,3.07,0,27,318.6975294,-0.655005703,1532,11761,-10229,10,13,4,2,0,1,0,3,0,1599,b1
defy,verb,3,3,3,3,1,800149,158,3.098039216,124,3.2519,120,0.0133,50,1.614,50,0.0021,88,2.4988,88,0.0087,1.86,0,29,802.6417682,-0.349602325,25096,11253,13843,4,9,2,1,0,0,0,0,0,0,c1
degree,noun,7,4,7,5,0,67029686,759,14.88235294,2137,56.0425,1930,0.2146,1111,35.8639,1090,0.0462,2429,68.9737,2176,0.2154,3,0,27,451.9181299,-0.670031392,1356,4931,-3575,6,9,2,1,0,0,0,0,0,0,a2
delay,noun,6,2,2,2,0,21911190,345,6.764705882,459,12.0372,440,0.0489,678,21.8864,662,0.028,1039,29.5033,1013,0.1003,2.79,0,29,490.8184535,-0.626033589,3130,4755,-1625,5,9,2,1,0,0,0,0,0,0,b2
delay,verb,6,3,4,3,1,21911190,214,4.196078431,459,12.0372,440,0.0489,678,21.8864,662,0.028,1039,29.5033,1013,0.1003,2.79,0,29,490.8184535,-0.626033589,3130,4755,-1625,5,9,2,1,0,0,0,0,0,0,b2
delegation,noun,2,2,2,2,0,5401948,70,1.37254902,114,2.9896,100,0.0111,42,1.3558,42,0.0018,300,8.5188,290,0.0287,2.7,0,27,795.8444454,-0.415807308,7013,14153,-7140,10,15,4,3,0,2,0,6,0,2536,c1
