Pos,N_meanings,N_Thesaurus,N_synonyms,N_hypernyms,N_hyponyms,N_antonyms,Google_freq,Movie_freq,Movie_freq_pm,BlogFreq,BlogFreqPm,BlogCD,BlogCDPc,TwitterFreq,TwitterFreqPm,TwitterCD,TwitterCDPc,NewsFreq,NewsFreqPm,NewsCD,NewsCDPc.,Conc_M,Conc_SD,Percent_known,N_unknown,N_participants,nobs,accuracy,rt_correct_mean,rt_correct_std,rt_zscore_correct_mean,rt_zscore_correct_std,rank_L2,nobs_L1,acc_L1,rank_L1,diff_L1_L2,length_of_word,length_of_phonetics,num_of_syllables,num_of_morph,num_of_prefix,num_of_roots,num_of_suff,total_pref_length,total_suff_length,pref_famsize,suff_famsize,root_famsize,level
verb,5,5,3,5,3,1,9115016,287,5.62745098,606,15.8922,582,0.0647,207,6.6821,198,0.0084,527,14.9646,513,0.0508,2.93,1.36,1,0,28,214,0.925233645,943.7929293,382.7115155,-0.654982367,0.531706202,7233,390,0.98974359,11865,-4632,6,10,2,2,1,1,0,1,0,309,0,22,3
noun,5,5,5,5,5,0,12343670,157,3.078431373,252,6.6087,234,0.026,99,3.1958,97,0.0041,304,8.6324,293,0.029,2.81,1.33,1,0,27,286,0.954545455,1000.018315,477.9709754,-0.596862774,0.515846303,4570,435,0.995402299,4932,-362,10,14,3,3,1,1,1,1,4,309,288,22,4
verb,4,5,3,5,4,0,3754648,85,1.666666667,77,2.0193,75,0.0083,21,0.6779,21,0.0009,121,3.4359,120,0.0119,2.53,1.31,1,0,30,281,0.84341637,1480.763713,1072.09947,-0.159108311,0.971908253,14262,412,0.985436893,14455,-193,10,12,4,2,1,1,0,1,0,309,0,12,4
noun,4,3,6,6,4,0,77515175,387,7.588235294,1325,34.7479,1184,0.1317,221,7.1341,219,0.0093,5670,161.0048,5454,0.5399,2.78,1.45,1,0,27,299,0.986622074,1093.667797,562.4504859,-0.492043594,0.606509156,1207,441,0.997732426,1696,-489,14,19,5,4,1,1,2,1,6,309,2536,12,3
verb,2,7,1,2,1,1,2196307,723,14.17647059,561,14.7121,545,0.0606,347,11.2014,344,0.0146,217,6.1619,214,0.0212,2.04,1.1,1,0,28,255,0.949019608,990.0743802,562.4740645,-0.635959247,0.575814464,5079,439,0.995444191,4845,234,6,11,2,1,0,1,0,0,0,0,0,6,2
noun,3,6,3,4,3,0,16356727,181,3.549019608,446,11.6963,410,0.0456,446,14.3972,433,0.0183,1315,37.3406,1234,0.1221,2.83,1.32,1,0,30,271,0.926199262,958.8087649,518.9950397,-0.602449344,0.487666437,7141,423,0.997635934,2101,5040,9,10,3,2,0,1,1,0,3,0,1599,9,4
verb,7,5,6,5,5,3,8780656,3015,59.11764706,2902,76.1044,2818,0.3134,1429,46.1292,1421,0.0602,644,18.287,633,0.0627,2.32,1.28,0.961538462,1,26,230,0.952173913,953.0319635,517.8918043,-0.620942439,0.526776345,4804,382,0.994764398,7136,-2332,5,8,2,1,0,1,0,0,0,0,0,9,2
noun,5,1,1,1,1,0,5577666,28,0.549019608,156,4.0911,150,0.0167,29,0.9361,29,0.0012,132,3.7483,129,0.0128,3.48,1.45,1,0,29,274,0.883211679,1090.384298,727.7216913,-0.512926429,0.564535764,10887,417,0.983213429,15542,-4655,10,13,4,2,0,1,1,0,3,0,464,2,4
verb,7,6,7,7,4,0,11272339,237,4.647058824,489,12.8239,465,0.0517,229,7.3923,229,0.0097,541,15.3622,530,0.0525,2.36,1.25,1,0,28,249,0.955823293,958.2310924,420.869796,-0.687217951,0.390567899,4449,369,0.997289973,4363,86,5,8,2,1,0,1,0,0,0,0,0,4,3
noun,3,6,2,3,2,0,17860735,239,4.68627451,729,19.1179,591,0.0657,251,8.1025,247,0.0105,482,13.6868,437,0.0433,3.03,1.45,1,0,29,267,0.973782772,1075.992308,520.3210176,-0.528325898,0.652408479,2642,429,1,644,1998,8,10,3,2,0,1,1,0,3,0,1599,4,4
adjective,3,6,2,0,0,0,97583096,70,1.37254902,2342,61.4185,2122,0.236,1085,35.0246,1065,0.0451,1820,51.6805,1736,0.1718,4.4,0.87,1,0,25,232,0.982758621,913.9649123,533.5791777,-0.76191389,0.548650112,1601,385,1,32,1569,5,8,2,1,0,1,0,0,0,0,0,2,1
noun,3,6,1,2,1,1,97583096,656,12.8627451,2342,61.4185,2122,0.236,1085,35.0246,1065,0.0451,1820,51.6805,1736,0.1718,4.4,0.87,1,0,25,232,0.982758621,913.9649123,533.5791777,-0.76191389,0.548650112,1601,385,1,32,1569,5,8,2,1,0,1,0,0,0,0,0,2,0
adjective,20,2,2,0,0,0,44738913,7,0.137254902,1290,33.83,1218,0.1354,831,26.8253,824,0.0349,2043,58.0128,2001,0.1981,2.57,1.26,1,0,28,236,0.983050847,901.4698276,382.7319871,-0.699625957,0.510962888,1568,376,0.997340426,4198,-2630,7,9,2,1,0,1,0,0,0,0,0,2,3
noun,20,2,6,6,3,1,44738913,592,11.60784314,1290,33.83,1218,0.1354,831,26.8253,824,0.0349,2043,58.0128,2001,0.1981,2.57,1.26,1,0,28,236,0.983050847,901.4698276,382.7319871,-0.699625957,0.510962888,1568,376,0.997340426,4198,-2630,7,9,2,1,0,1,0,0,0,0,0,2,3
verb,20,2,10,11,6,5,44738913,215,4.215686275,1290,33.83,1218,0.1354,831,26.8253,824,0.0349,2043,58.0128,2001,0.1981,2.57,1.26,1,0,28,236,0.983050847,901.4698276,382.7319871,-0.699625957,0.510962888,1568,376,0.997340426,4198,-2630,7,9,2,1,0,1,0,0,0,0,0,2,3
adjective,8,1,4,0,0,0,173422161,346,6.784313725,808,21.1897,773,0.086,422,13.6225,415,0.0176,1373,38.9876,1334,0.132,1.83,1.23,1,0,29,260,0.980769231,969.8078431,494.1933919,-0.687265038,0.461481729,1828,415,0.995180723,5543,-3715,8,10,2,1,0,1,0,0,0,0,0,2,2
noun,4,4,2,3,1,2,32963469,1121,21.98039216,1566,41.0681,1509,0.1678,955,30.8281,949,0.0402,2769,78.6283,2701,0.2674,2,1.12,1,0,28,259,0.969111969,963.9561753,478.6350113,-0.661560958,0.458270685,3119,366,0.99726776,4404,-1285,9,14,3,1,0,1,0,0,0,0,0,6,1
noun,3,7,1,1,0,0,34807033,684,13.41176471,1778,46.6277,1668,0.1855,959,30.9573,950,0.0403,686,19.4796,660,0.0653,2.59,1.42,1,0,27,228,0.98245614,1013.147321,649.0767163,-0.616781517,0.60064465,1639,367,0.997275204,4393,-2754,9,12,3,2,0,1,1,0,3,0,98,12,1
adjective,2,5,2,0,0,0,11157534,36,0.705882353,197,5.1663,178,0.0198,25,0.807,25,0.0011,146,4.1458,141,0.014,2.23,1.24,1,0,26,266,0.894736842,1112.310924,778.7444211,-0.424235016,0.865610078,9921,436,0.995412844,4899,5022,7,9,2,1,0,1,0,0,0,0,0,5,4
verb,2,5,2,2,2,0,81965610,84,1.647058824,152,3.9862,151,0.0168,178,5.746,175,0.0074,123,3.4927,122,0.0121,2.81,1.2,1,0,26,253,0.964426877,1128.905738,651.0999393,-0.5288737,0.519691736,3612,332,0.993975904,7789,-4177,9,13,3,2,0,1,1,0,3,0,430,9,1
noun,1,1,0,1,1,0,71268723,2447,47.98039216,2674,70.1252,2506,0.2787,2791,90.0956,2743,0.1162,1584,44.9791,1539,0.1523,2.73,1.2,1,0,30,226,0.982300885,958.518018,466.7677702,-0.743234717,0.417483405,1653,387,1,435,1218,6,10,2,1,0,1,0,0,0,0,0,1,0
verb,3,5,3,3,2,0,8325087,623,12.21568627,331,8.6804,318,0.0354,217,7.0049,217,0.0092,242,6.8718,241,0.0239,2.03,1.1,1,0,30,237,0.974683544,1026.082251,725.3575114,-0.616535667,0.658113627,2534,415,0.992771084,8584,-6050,6,10,2,1,0,1,0,0,0,0,0,12,2
adjective,4,2,2,0,0,1,3100660,34,0.666666667,330,8.6542,311,0.0346,80,2.5825,78,0.0033,192,5.452,191,0.0189,2.33,1.44,0.931034483,2,29,290,0.793103448,1329.895652,876.1845967,-0.198601812,0.898148391,18525,420,0.988095238,12805,5720,9,11,3,3,1,1,1,3,2,6,1014,14,4
noun,3,3,3,3,2,0,5545856,1502,29.45098039,812,21.2946,781,0.0868,228,7.36,227,0.0096,762,21.6377,738,0.0731,2.45,1.27,1,0,29,224,0.950892857,971.8122066,448.7492602,-0.638489174,0.56538571,4911,410,0.997560976,2629,2282,6,8,2,1,0,1,0,0,0,0,0,1,3
noun,1,7,1,1,1,0,2332707,430,8.431372549,419,10.9882,393,0.0437,127,4.0997,124,0.0053,190,5.3952,190,0.0188,2.22,1.53,1,0,27,276,0.967391304,1027.059925,522.3128043,-0.570426304,0.636371004,3320,403,0.99751861,3002,318,9,10,3,3,1,1,1,1,3,309,1599,59,4
verb,3,3,2,2,1,0,10348210,2264,44.39215686,1278,33.5153,1228,0.1366,763,24.6302,747,0.0317,1551,44.0421,1502,0.1487,1.83,1.09,1,0,30,283,0.925795053,1009.744275,535.20895,-0.608585623,0.475948879,7185,368,0.997282609,4368,2817,6,8,2,1,0,1,0,0,0,0,0,1,2
adjective,1,4,1,0,0,0,21650006,33,0.647058824,629,16.4954,588,0.0654,427,13.7839,424,0.018,1280,36.3468,1236,0.1223,2.1,1.14,1,0,29,255,0.882352941,1042.253333,549.4893838,-0.567471545,0.518639207,10950,365,0.997260274,4418,6532,6,8,2,1,0,1,0,0,0,0,0,1,3
adjective,4,7,0,0,0,1,10858793,12617,247.3921569,2508,65.7719,2341,0.2603,2020,65.2072,1924,0.0815,993,28.1971,952,0.0942,2.7,1.39,1,0,30,267,0.981273408,1007.908397,499.225146,-0.648165651,0.492448086,1772,409,0.995110024,5827,-4055,6,10,2,1,0,1,0,0,0,0,0,2,0
adverb,2,1,1,0,0,0,372948094,568,11.1372549,46513,1219.7953,42139,4.6858,23850,769.8964,23458,0.9939,62565,1776.5899,59075,5.8476,2.12,1.2,1,0,25,218,0.990825688,876.0648148,372.3627582,-0.730355193,0.451804446,804,387,0.994832041,6902,-6098,5,8,2,1,0,1,0,0,0,0,0,5,1
conjunction,2,1,0,0,0,0,372948094,11967,234.6470588,46513,1219.7953,42139,4.6858,23850,769.8964,23458,0.9939,62565,1776.5899,59075,5.8476,2.12,1.2,1,0,25,218,0.990825688,876.0648148,372.3627582,-0.730355193,0.451804446,804,387,0.994832041,6902,-6098,5,8,2,1,0,1,0,0,0,0,0,5,1
preposition,2,1,0,0,0,0,372948094,22113,433.5882353,46513,1219.7953,42139,4.6858,23850,769.8964,23458,0.9939,62565,1776.5899,59075,5.8476,2.12,1.2,1,0,25,218,0.990825688,876.0648148,372.3627582,-0.730355193,0.451804446,804,387,0.994832041,6902,-6098,5,8,2,1,0,1,0,0,0,0,0,5,0
noun,2,7,2,2,1,0,3018203,53,1.039215686,257,6.7398,255,0.0284,60,1.9368,60,0.0025,351,9.967,350,0.0346,1.97,1.12,1,0,29,253,0.794466403,1179.442786,834.9715252,-0.443271359,0.659385988,18420,387,0.992248062,9736,8684,9,12,3,2,1,1,0,5,0,11,0,3,4
adverb,1,3,1,0,0,0,150781416,40358,791.3333333,26395,692.2042,23981,2.6667,22720,733.4192,22329,0.9461,11093,314.9958,10583,1.0476,2,1.25,1,0,28,234,0.982905983,849.4521739,342.590459,-0.795081201,0.543807158,1582,390,0.997435897,3657,-2075,5,7,2,1,0,1,0,0,0,0,0,1,0
noun,8,1,4,5,5,0,132725767,3914,76.74509804,6578,172.5069,5947,0.6613,2730,88.1265,2637,0.1117,5853,166.2012,5470,0.5415,2.86,1.53,1,0,29,197,0.994923858,841.9795918,362.8766967,-0.793264117,0.406054555,431,422,0.997630332,2115,-1684,3,9,1,1,0,1,0,0,0,0,0,7,0
verb,8,1,1,3,1,1,132725767,114,2.235294118,6578,172.5069,5947,0.6613,2730,88.1265,2637,0.1117,5853,166.2012,5470,0.5415,2.86,1.53,1,0,29,197,0.994923858,841.9795918,362.8766967,-0.793264117,0.406054555,431,422,0.997630332,2115,-1684,3,9,1,1,0,1,0,0,0,0,0,7,2
noun,5,7,3,5,5,0,79915539,988,19.37254902,1585,41.5663,1374,0.1528,738,23.8232,727,0.0308,6800,193.0922,6325,0.6261,3.87,1.23,1,0,31,253,0.976284585,961.0566802,524.3308209,-0.677463928,0.483381159,2343,453,0.995584989,4689,-2346,6,13,3,1,0,1,0,0,0,0,0,1,3
noun,2,5,2,2,2,0,24005891,372,7.294117647,908,23.8121,841,0.0935,519,16.7537,512,0.0217,1021,28.9922,984,0.0974,2.66,1.32,1,0,29,235,0.910638298,993.1775701,497.1418179,-0.632416786,0.515664802,8485,394,0.987309645,13466,-4981,6,11,3,1,0,1,0,0,0,0,0,1,3
noun,6,3,3,6,5,0,57103658,5209,102.1372549,1858,48.7257,1551,0.1725,915,29.5369,891,0.0378,2781,78.969,2614,0.2587,3.61,1.34,1,0,28,249,0.979919679,913.5204918,657.3580646,-0.710952867,0.4736358,1918,394,0.997461929,3459,-1541,5,12,2,1,0,1,0,0,0,0,0,3,2
noun,5,1,2,5,2,0,2539892,143,2.803921569,183,4.7991,176,0.0196,41,1.3235,40,0.0017,115,3.2655,114,0.0113,2.68,1.25,1,0,28,267,0.95505618,1100.745098,785.7527071,-0.508149496,0.660867194,4529,413,0.99031477,11111,-6582,10,10,3,2,0,1,1,0,3,0,1599,9,4
adjective,3,7,2,0,0,1,7345918,405,7.941176471,618,16.2069,598,0.0665,287,9.2646,282,0.0119,1441,40.9185,1393,0.1379,2.54,1.39,1,0,26,241,0.975103734,1005.004255,594.5025537,-0.64648404,0.516872374,2481,427,0.99765808,1973,508,10,10,3,2,0,1,1,0,3,0,580,9,3
adverb,1,2,0,0,0,0,98839705,14578,285.8431373,12303,322.644,11847,1.3174,6237,201.3352,6190,0.2623,13048,370.5098,12834,1.2704,1.42,0.88,0.923076923,2,26,244,0.967213115,1088.470339,623.896373,-0.539660676,0.625591896,3343,387,0.987080103,13634,-10291,3,8,2,1,0,1,0,0,0,0,0,2,0
verb,5,4,3,4,5,2,47500911,3299,64.68627451,2436,63.8837,2333,0.2594,6922,223.4475,6882,0.2916,2184,62.0167,2128,0.2106,2.31,1.26,1,0,26,245,0.991836735,872.4444444,395.751978,-0.770887695,0.381479489,594,423,1,6,588,5,8,2,1,0,1,0,0,0,0,0,10,0
noun,6,2,5,6,6,2,111356320,887,17.39215686,1187,31.1289,1053,0.1171,393,12.6863,384,0.0163,3940,111.8799,3711,0.3673,2.22,1.15,1,0,27,239,0.962343096,952.473913,515.6615344,-0.665336648,0.419510094,3817,397,1,711,3106,9,12,3,2,0,1,1,0,4,0,288,10,2
noun,4,5,3,4,1,0,29217130,56,1.098039216,388,10.1752,343,0.0381,67,2.1628,67,0.0028,710,20.1611,683,0.0676,3.67,1.44,1,0,27,283,0.943462898,1148.629213,791.1973516,-0.523696563,0.67585795,5586,392,0.99744898,3560,2026,11,15,4,2,0,2,0,0,0,0,0,28,3
adverb,6,3,5,0,0,1,28375319,9061,177.6666667,3543,92.9146,3418,0.3801,2757,88.9981,2734,0.1158,4210,119.5468,4131,0.4089,3,1.33,1,0,27,242,0.975206612,995.029661,564.3236539,-0.595165626,0.632832451,2473,413,1,234,2239,5,7,2,1,0,1,0,0,0,0,0,1,2
noun,6,3,4,4,3,0,50022454,604,11.84313725,1139,29.8701,1034,0.115,490,15.8176,481,0.0204,1997,56.7066,1849,0.183,3.1,1.47,1,0,29,238,0.93697479,1026.197309,626.4879633,-0.542304597,0.73105259,6194,418,0.992822967,8508,-2314,3,7,1,1,0,1,0,0,0,0,0,2,3
verb,6,3,2,2,2,0,50022454,95,1.862745098,1139,29.8701,1034,0.115,490,15.8176,481,0.0204,1997,56.7066,1849,0.183,3.1,1.47,1,0,29,238,0.93697479,1026.197309,626.4879633,-0.542304597,0.73105259,6194,418,0.992822967,8508,-2314,3,7,1,1,0,1,0,0,0,0,0,2,3
noun,2,4,2,2,2,0,3306173,103,2.019607843,105,2.7536,97,0.0108,35,1.1298,33,0.0014,539,15.3054,524,0.0519,3.59,1.21,1,0,29,255,0.529411765,1262.377778,680.260177,-0.157211946,0.86613215,37228,383,0.968668407,20295,16933,4,7,1,1,0,1,0,0,0,0,0,1,4
noun,11,6,3,4,3,0,28951240,240,4.705882353,810,21.2421,776,0.0863,503,16.2372,483,0.0205,494,14.0276,487,0.0482,3.27,1.23,1,0,30,258,0.930232558,959.025,490.6917918,-0.623384149,0.58941668,6814,430,0.993023256,8143,-1329,3,7,1,1,0,1,0,0,0,0,0,4,2
verb,11,6,6,7,3,0,28951240,503,9.862745098,810,21.2421,776,0.0863,503,16.2372,483,0.0205,494,14.0276,487,0.0482,3.27,1.23,1,0,30,258,0.930232558,959.025,490.6917918,-0.623384149,0.58941668,6814,430,0.993023256,8143,-1329,3,7,1,1,0,1,0,0,0,0,0,4,2
noun,15,6,6,9,6,0,160850401,7043,138.0980392,5400,141.6141,4853,0.5396,3843,124.055,3763,0.1594,5854,166.2296,5360,0.5306,4.11,1.22,1,0,27,211,0.990521327,858.7368421,512.6068863,-0.736865761,0.509641982,841,405,1,178,663,3,6,1,1,0,1,0,0,0,0,0,49,0
noun,1,1,0,1,1,0,24745739,482,9.450980392,422,11.0669,347,0.0386,63,2.0337,62,0.0026,870,24.7044,804,0.0796,4.4,1.12,0.961538462,1,26,254,0.968503937,1044.154472,719.648123,-0.595548753,0.625308809,3192,413,0.997578692,2508,684,8,12,2,2,0,2,0,0,0,0,0,73,3
noun,2,3,2,2,0,0,18665709,331,6.490196078,308,8.0772,248,0.0276,213,6.8758,209,0.0089,1148,32.5985,1018,0.1008,4,1.39,1,0,30,247,0.987854251,1048.036885,657.4046698,-0.543038803,0.665571359,1047,381,0.997375328,4040,-2993,7,11,2,2,0,2,0,0,0,0,0,113,1
noun,1,7,1,1,1,0,67473261,1934,37.92156863,1220,31.9943,1066,0.1185,1865,60.2036,1820,0.0771,2816,79.9629,2470,0.2445,4.87,0.43,1,0,30,227,1,891.8061674,403.0513454,-0.728196792,0.444304327,58,441,0.995464853,4835,-4777,7,10,2,2,0,2,0,0,0,0,0,89,0
noun,6,5,4,4,2,0,17059844,1294,25.37254902,592,15.5251,530,0.0589,852,27.5032,823,0.0349,466,13.2325,445,0.044,4.47,0.78,1,0,30,215,0.976744186,876.347619,395.4943465,-0.785287402,0.46496904,2298,427,1,156,2142,5,8,2,1,0,1,0,0,0,0,0,3,2
verb,6,5,2,2,2,0,17059844,226,4.431372549,592,15.5251,530,0.0589,852,27.5032,823,0.0349,466,13.2325,445,0.044,4.47,0.78,1,0,30,215,0.976744186,876.347619,395.4943465,-0.785287402,0.46496904,2298,427,1,156,2142,5,8,2,1,0,1,0,0,0,0,0,3,3
noun,2,2,1,2,2,0,77914316,522,10.23529412,3967,104.0339,2901,0.3226,4514,145.7154,4382,0.1857,2023,57.4449,1798,0.178,4.69,0.68,0.962962963,1,27,232,0.974137931,925.9070796,457.6370568,-0.73291253,0.403886398,2594,392,0.99744898,3521,-927,5,8,2,1,0,1,0,0,0,0,0,1,2
noun,2,7,1,2,2,0,25061615,844,16.54901961,1747,45.8148,1476,0.1641,881,28.4394,856,0.0363,1864,52.93,1713,0.1696,4.76,0.51,1,0,29,211,0.990521327,996.6411483,640.8757908,-0.670007398,0.546791314,846,411,0.99756691,2608,-1762,7,11,3,1,0,1,0,0,0,0,0,4,2
adjective,3,7,1,0,0,1,3947219,92,1.803921569,317,8.3133,296,0.0329,170,5.4877,170,0.0072,204,5.7928,200,0.0198,3.37,1.5,1,0,30,247,0.983805668,1056.473251,718.4332603,-0.579219465,0.616828432,1473,401,0.990024938,11502,-10029,9,13,4,2,0,1,1,0,2,0,1014,4,2
adjective,8,7,1,0,0,1,32472727,559,10.96078431,530,13.8992,508,0.0565,949,30.6345,928,0.0393,641,18.2018,622,0.0616,2.59,1.55,1,0,27,239,0.979079498,921.6068376,468.2096199,-0.712337865,0.439438442,2022,400,0.995,6275,-4253,5,8,2,1,0,1,0,0,0,0,0,3,4
noun,8,7,3,3,2,0,32472727,91,1.784313725,530,13.8992,508,0.0565,949,30.6345,928,0.0393,641,18.2018,622,0.0616,2.59,1.55,1,0,27,239,0.979079498,921.6068376,468.2096199,-0.712337865,0.439438442,2022,400,0.995,6275,-4253,5,8,2,1,0,1,0,0,0,0,0,3,4
verb,8,7,1,1,1,0,32472727,401,7.862745098,530,13.8992,508,0.0565,949,30.6345,928,0.0393,641,18.2018,622,0.0616,2.59,1.55,1,0,27,239,0.979079498,921.6068376,468.2096199,-0.712337865,0.439438442,2022,400,0.995,6275,-4253,5,8,2,1,0,1,0,0,0,0,0,3,4
adjective,7,2,2,0,0,0,10490554,520,10.19607843,872,22.868,751,0.0835,315,10.1684,305,0.0129,191,5.4236,185,0.0183,3.52,1.45,1,0,27,244,0.942622951,950.7043478,490.970138,-0.68526393,0.537536548,5672,397,0.989924433,11602,-5930,5,11,2,1,0,1,0,0,0,0,0,7,4
noun,7,2,3,3,2,2,10490554,366,7.176470588,872,22.868,751,0.0835,315,10.1684,305,0.0129,191,5.4236,185,0.0183,3.52,1.45,1,0,27,244,0.942622951,950.7043478,490.970138,-0.68526393,0.537536548,5672,397,0.989924433,11602,-5930,5,11,2,1,0,1,0,0,0,0,0,7,3
verb,4,5,3,4,3,1,5478643,34,0.666666667,146,3.8288,143,0.0159,83,2.6793,83,0.0035,88,2.4988,88,0.0087,2.79,1.4,1,0,28,258,0.864341085,1073.520179,789.7057545,-0.525846091,0.637204181,12467,405,0.990123457,11359,1108,5,9,2,2,1,1,0,1,0,309,0,64,4
noun,4,6,2,4,4,1,7454436,66,1.294117647,118,3.0945,110,0.0122,83,2.6793,82,0.0035,113,3.2087,111,0.011,3.26,1.37,1,0,31,262,0.854961832,1218.236607,947.4408449,-0.392827674,0.851009671,13296,396,0.98989899,11650,1646,9,13,3,3,1,1,1,1,4,309,288,64,4
adjective,2,3,1,0,0,1,6220739,157,3.078431373,582,15.2628,573,0.0637,417,13.4611,409,0.0173,498,14.1412,486,0.0481,2.38,1.35,1,0,29,277,0.916967509,990.8740157,387.2694723,-0.639997278,0.420418488,7922,415,0.997590361,2398,5524,5,9,2,2,1,1,0,1,0,309,0,74,4
adverb,2,3,1,0,0,0,6220739,424,8.31372549,582,15.2628,573,0.0637,417,13.4611,409,0.0173,498,14.1412,486,0.0481,2.38,1.35,1,0,29,277,0.916967509,990.8740157,387.2694723,-0.639997278,0.420418488,7922,415,0.997590361,2398,5524,5,9,2,2,1,1,0,1,0,309,0,74,4
adjective,7,6,2,0,0,2,16064787,7874,154.3921569,2212,58.0093,2111,0.2347,2326,75.0851,2275,0.0964,1356,38.5048,1334,0.132,3.14,1.58,1,0,28,235,0.982978723,897.8787879,365.3580412,-0.703319323,0.464001581,1575,374,0.994652406,7388,-5813,5,9,2,2,1,1,0,1,0,309,0,14,1
adverb,3,6,1,0,0,1,2022459848,97871,1919.039216,144977,3801.9964,117830,13.1026,125737,4058.8875,120051,5.0866,66036,1875.1521,60832,6.0215,2.27,1.6,1,0,30,223,0.986547085,878.9227273,411.9877181,-0.762576747,0.421329296,1216,386,0.994818653,6952,-5736,3,6,1,1,0,1,0,0,0,0,0,6,1
determiner,3,6,0,0,0,0,2022459848,162254,3181.45098,144977,3801.9964,117830,13.1026,125737,4058.8875,120051,5.0866,66036,1875.1521,60832,6.0215,2.27,1.6,1,0,30,223,0.986547085,878.9227273,411.9877181,-0.762576747,0.421329296,1216,386,0.994818653,6952,-5736,3,6,1,1,0,1,0,0,0,0,0,6,0
noun,2,2,1,2,2,0,1284509,27,0.529411765,77,2.0193,75,0.0083,5,0.1614,5,0.0002,231,6.5595,227,0.0225,1.79,1.03,1,0,28,262,0.759541985,1201.266332,669.1735249,-0.39868886,0.681583897,21185,381,0.979002625,17193,3992,10,14,4,3,0,1,2,0,6,0,2536,4,4
verb,1,5,1,1,1,0,633028,11,0.215686275,28,0.7343,28,0.0031,2,0.0646,2,0.0001,222,6.3039,216,0.0214,1.76,0.88,0.925925926,2,27,280,0.528571429,1560.358108,1060.422628,0.103184846,1.075893807,37280,432,0.851851852,35568,1712,6,9,2,1,0,1,0,0,0,0,0,4,4
noun,5,3,4,5,2,1,22666723,471,9.235294118,478,12.5355,443,0.0493,242,7.8119,239,0.0101,953,27.0613,910,0.0901,2.5,1.33,1,0,30,299,0.936454849,996.4535714,490.529892,-0.629588951,0.481534726,6240,414,0.992753623,8639,-2399,8,12,3,2,0,1,1,0,4,0,323,3,4
verb,1,4,1,1,1,0,3019079,8,0.156862745,39,1.0228,38,0.0042,12,0.3874,11,0.0005,76,2.1581,75,0.0074,2.38,1.31,0.96,1,25,261,0.862068966,1075.373333,632.516257,-0.502872587,0.599748493,12666,396,0.992424242,9379,3287,8,12,3,3,1,1,1,1,3,309,937,25,4
noun,3,5,3,3,2,0,11756315,10,0.196078431,77,2.0193,74,0.0082,42,1.3558,42,0.0018,106,3.01,104,0.0103,2.32,1.39,1,0,28,235,0.872340426,1170.121951,802.5643214,-0.44940665,0.688909209,11776,398,0.979899497,16904,-5128,10,14,4,4,1,1,2,1,6,309,2536,25,4
verb,10,3,9,7,4,3,67052567,2259,44.29411765,4296,112.6618,4121,0.4583,1246,40.2218,1238,0.0525,4666,132.4953,4559,0.4513,2.41,1.21,1,0,29,244,0.979508197,1020.585774,721.4857045,-0.685431873,0.520805647,1971,398,0.989949749,11579,-9608,5,8,2,1,0,1,0,0,0,0,0,5,1
noun,7,4,3,6,4,0,6163760,265,5.196078431,237,6.2153,207,0.023,40,1.2912,40,0.0017,148,4.2026,141,0.014,3.07,1.52,1,0,27,293,0.914675768,1156.373134,767.0077438,-0.458179725,0.62706644,8133,409,0.995110024,5793,2340,9,11,3,2,0,1,1,0,4,0,323,5,4
adverb,1,7,1,0,0,0,66395121,9845,193.0392157,12188,319.6282,11679,1.2987,9000,290.527,8867,0.3757,7707,218.8472,7547,0.747,1.66,1.11,1,0,29,217,0.99078341,884.1581395,295.8358871,-0.735774924,0.432493581,810,403,0.99751861,2993,-2183,6,12,2,1,0,1,0,0,0,0,0,1,1
adjective,6,1,3,0,0,0,39326417,9585,187.9411765,5712,149.7962,5420,0.6027,4039,130.382,3936,0.1668,2900,82.3481,2860,0.2831,2.86,1.6,1,0,28,240,0.995833333,868.5104603,387.0730487,-0.758882925,0.424499831,233,413,0.995157385,5636,-5403,5,9,2,1,0,1,0,0,0,0,0,2,1
adverb,6,1,2,0,0,0,39326417,5945,116.5686275,5712,149.7962,5420,0.6027,4039,130.382,3936,0.1668,2900,82.3481,2860,0.2831,2.86,1.6,1,0,28,240,0.995833333,868.5104603,387.0730487,-0.758882925,0.424499831,233,413,0.995157385,5636,-5403,5,9,2,1,0,1,0,0,0,0,0,2,1
adverb,1,1,1,0,0,0,83444756,6659,130.5686275,12573,329.7247,11958,1.3297,3623,116.9532,3607,0.1528,10989,312.0426,10734,1.0625,2.14,1.11,0.965517241,1,29,247,0.983805668,967.7325103,507.4815374,-0.651070036,0.520322407,1470,396,0.992424242,9394,-7924,5,7,2,1,0,1,0,0,0,0,0,2,1
preposition,1,1,0,0,0,0,83444756,2672,52.39215686,12573,329.7247,11958,1.3297,3623,116.9532,3607,0.1528,10989,312.0426,10734,1.0625,2.14,1.11,0.965517241,1,29,247,0.983805668,967.7325103,507.4815374,-0.651070036,0.520322407,1470,396,0.992424242,9394,-7924,5,7,2,1,0,1,0,0,0,0,0,2,1
preposition,1,1,0,0,0,0,4743589,111,2.176470588,861,22.5796,851,0.0946,132,4.2611,132,0.0056,933,26.4934,930,0.0921,2.82,1.39,1,0,28,271,0.915129151,1173.810484,708.5019438,-0.365663351,0.720044755,8093,379,0.978891821,17228,-9135,9,12,3,2,0,2,0,0,0,0,0,60,3
